FL_DATE,ORIGIN_STATE,DEST_STATE,FLIGHT_COUNT
2019-04-01,Alabama,Colorado,5
2019-04-01,Alabama,Florida,6
2019-04-01,Alabama,Georgia,36
2019-04-01,Alabama,Illinois,11
2019-04-01,Alabama,Maryland,1
2019-04-01,Alabama,Michigan,4
2019-04-01,Alabama,Nevada,1
2019-04-01,Alabama,New York,3
2019-04-01,Alabama,North Carolina,18
2019-04-01,Alabama,Pennsylvania,2
2019-04-01,Alabama,Texas,34
2019-04-01,Alabama,Virginia,10
2019-04-01,Alaska,Alaska,70
2019-04-01,Alaska,California,1
2019-04-01,Alaska,Colorado,1
2019-04-01,Alaska,Hawaii,2
2019-04-01,Alaska,Illinois,1
2019-04-01,Alaska,Minnesota,1
2019-04-01,Alaska,Oregon,2
2019-04-01,Alaska,Washington,28
2019-04-01,Arizona,Alaska,1
2019-04-01,Arizona,Arizona,30
2019-04-01,Arizona,Arkansas,1
2019-04-01,Arizona,California,171
2019-04-01,Arizona,Colorado,43
2019-04-01,Arizona,Florida,14
2019-04-01,Arizona,Georgia,13
2019-04-01,Arizona,Hawaii,5
2019-04-01,Arizona,Idaho,4
2019-04-01,Arizona,Illinois,31
2019-04-01,Arizona,Indiana,6
2019-04-01,Arizona,Iowa,5
2019-04-01,Arizona,Kansas,2
2019-04-01,Arizona,Kentucky,5
2019-04-01,Arizona,Louisiana,2
2019-04-01,Arizona,Maryland,5
2019-04-01,Arizona,Massachusetts,4
2019-04-01,Arizona,Michigan,10
2019-04-01,Arizona,Minnesota,17
2019-04-01,Arizona,Missouri,14
2019-04-01,Arizona,Montana,1
2019-04-01,Arizona,Nebraska,7
2019-04-01,Arizona,Nevada,25
2019-04-01,Arizona,New Jersey,7
2019-04-01,Arizona,New Mexico,11
2019-04-01,Arizona,New York,9
2019-04-01,Arizona,North Carolina,9
2019-04-01,Arizona,North Dakota,2
2019-04-01,Arizona,Ohio,6
2019-04-01,Arizona,Oklahoma,6
2019-04-01,Arizona,Oregon,12
2019-04-01,Arizona,Pennsylvania,11
2019-04-01,Arizona,South Dakota,3
2019-04-01,Arizona,Tennessee,5
2019-04-01,Arizona,Texas,68
2019-04-01,Arizona,Utah,26
2019-04-01,Arizona,Virginia,4
2019-04-01,Arizona,Washington,25
2019-04-01,Arizona,Wisconsin,9
2019-04-01,Arkansas,Arizona,1
2019-04-01,Arkansas,California,2
2019-04-01,Arkansas,Colorado,6
2019-04-01,Arkansas,Florida,2
2019-04-01,Arkansas,Georgia,14
2019-04-01,Arkansas,Illinois,14
2019-04-01,Arkansas,Michigan,1
2019-04-01,Arkansas,Minnesota,2
2019-04-01,Arkansas,Missouri,2
2019-04-01,Arkansas,Nevada,1
2019-04-01,Arkansas,New Jersey,1
2019-04-01,Arkansas,New York,3
2019-04-01,Arkansas,North Carolina,8
2019-04-01,Arkansas,Texas,38
2019-04-01,Arkansas,Virginia,2
2019-04-01,California,Alaska,1
2019-04-01,California,Arizona,170
2019-04-01,California,Arkansas,2
2019-04-01,California,California,794
2019-04-01,California,Colorado,110
2019-04-01,California,Florida,45
2019-04-01,California,Georgia,43
2019-04-01,California,Hawaii,75
2019-04-01,California,Idaho,16
2019-04-01,California,Illinois,82
2019-04-01,California,Indiana,6
2019-04-01,California,Kentucky,5
2019-04-01,California,Louisiana,14
2019-04-01,California,Maryland,17
2019-04-01,California,Massachusetts,37
2019-04-01,California,Michigan,16
2019-04-01,California,Minnesota,28
2019-04-01,California,Missouri,27
2019-04-01,California,Montana,2
2019-04-01,California,Nebraska,6
2019-04-01,California,Nevada,167
2019-04-01,California,New Jersey,44
2019-04-01,California,New Mexico,13
2019-04-01,California,New York,79
2019-04-01,California,North Carolina,19
2019-04-01,California,Ohio,9
2019-04-01,California,Oklahoma,4
2019-04-01,California,Oregon,115
2019-04-01,California,Pennsylvania,20
2019-04-01,California,Tennessee,16
2019-04-01,California,Texas,207
2019-04-01,California,Utah,85
2019-04-01,California,Virginia,30
2019-04-01,California,Washington,174
2019-04-01,California,Wisconsin,3
2019-04-01,Colorado,Alabama,5
2019-04-01,Colorado,Alaska,1
2019-04-01,Colorado,Arizona,43
2019-04-01,Colorado,Arkansas,6
2019-04-01,Colorado,California,112
2019-04-01,Colorado,Colorado,70
2019-04-01,Colorado,Connecticut,2
2019-04-01,Colorado,Florida,34
2019-04-01,Colorado,Georgia,20
2019-04-01,Colorado,Hawaii,4
2019-04-01,Colorado,Idaho,9
2019-04-01,Colorado,Illinois,36
2019-04-01,Colorado,Indiana,7
2019-04-01,Colorado,Iowa,8
2019-04-01,Colorado,Kansas,8
2019-04-01,Colorado,Kentucky,9
2019-04-01,Colorado,Louisiana,9
2019-04-01,Colorado,Maryland,9
2019-04-01,Colorado,Massachusetts,9
2019-04-01,Colorado,Michigan,12
2019-04-01,Colorado,Minnesota,16
2019-04-01,Colorado,Mississippi,1
2019-04-01,Colorado,Missouri,27
2019-04-01,Colorado,Montana,18
2019-04-01,Colorado,Nebraska,17
2019-04-01,Colorado,Nevada,28
2019-04-01,Colorado,New Jersey,10
2019-04-01,Colorado,New Mexico,10
2019-04-01,Colorado,New York,19
2019-04-01,Colorado,North Carolina,13
2019-04-01,Colorado,North Dakota,18
2019-04-01,Colorado,Ohio,11
2019-04-01,Colorado,Oklahoma,16
2019-04-01,Colorado,Oregon,17
2019-04-01,Colorado,Pennsylvania,10
2019-04-01,Colorado,South Carolina,1
2019-04-01,Colorado,South Dakota,9
2019-04-01,Colorado,Tennessee,17
2019-04-01,Colorado,Texas,97
2019-04-01,Colorado,Utah,37
2019-04-01,Colorado,Virginia,16
2019-04-01,Colorado,Washington,24
2019-04-01,Colorado,Wisconsin,11
2019-04-01,Colorado,Wyoming,15
2019-04-01,Connecticut,Colorado,2
2019-04-01,Connecticut,Florida,22
2019-04-01,Connecticut,Georgia,7
2019-04-01,Connecticut,Illinois,10
2019-04-01,Connecticut,Kentucky,1
2019-04-01,Connecticut,Maryland,7
2019-04-01,Connecticut,Michigan,4
2019-04-01,Connecticut,Minnesota,4
2019-04-01,Connecticut,Missouri,1
2019-04-01,Connecticut,North Carolina,8
2019-04-01,Connecticut,Ohio,1
2019-04-01,Connecticut,Pennsylvania,8
2019-04-01,Connecticut,Puerto Rico,2
2019-04-01,Connecticut,South Carolina,1
2019-04-01,Connecticut,Texas,3
2019-04-01,Connecticut,Virginia,12
2019-04-01,Florida,Alabama,6
2019-04-01,Florida,Arizona,13
2019-04-01,Florida,Arkansas,2
2019-04-01,Florida,California,46
2019-04-01,Florida,Colorado,38
2019-04-01,Florida,Connecticut,22
2019-04-01,Florida,Florida,109
2019-04-01,Florida,Georgia,201
2019-04-01,Florida,Illinois,104
2019-04-01,Florida,Indiana,27
2019-04-01,Florida,Iowa,3
2019-04-01,Florida,Kentucky,26
2019-04-01,Florida,Louisiana,19
2019-04-01,Florida,Maine,4
2019-04-01,Florida,Maryland,56
2019-04-01,Florida,Massachusetts,65
2019-04-01,Florida,Michigan,62
2019-04-01,Florida,Minnesota,27
2019-04-01,Florida,Missouri,33
2019-04-01,Florida,Nevada,15
2019-04-01,Florida,New Hampshire,5
2019-04-01,Florida,New Jersey,99
2019-04-01,Florida,New York,188
2019-04-01,Florida,North Carolina,127
2019-04-01,Florida,Ohio,45
2019-04-01,Florida,Oklahoma,2
2019-04-01,Florida,Oregon,1
2019-04-01,Florida,Pennsylvania,83
2019-04-01,Florida,Puerto Rico,38
2019-04-01,Florida,Rhode Island,16
2019-04-01,Florida,South Carolina,10
2019-04-01,Florida,Tennessee,45
2019-04-01,Florida,Texas,162
2019-04-01,Florida,U.S. Virgin Islands,5
2019-04-01,Florida,Utah,8
2019-04-01,Florida,Virginia,80
2019-04-01,Florida,Washington,7
2019-04-01,Florida,West Virginia,2
2019-04-01,Florida,Wisconsin,16
2019-04-01,Georgia,Alabama,36
2019-04-01,Georgia,Arizona,13
2019-04-01,Georgia,Arkansas,14
2019-04-01,Georgia,California,43
2019-04-01,Georgia,Colorado,20
2019-04-01,Georgia,Connecticut,7
2019-04-01,Georgia,Florida,201
2019-04-01,Georgia,Georgia,64
2019-04-01,Georgia,Hawaii,1
2019-04-01,Georgia,Illinois,50
2019-04-01,Georgia,Indiana,25
2019-04-01,Georgia,Iowa,5
2019-04-01,Georgia,Kansas,3
2019-04-01,Georgia,Kentucky,25
2019-04-01,Georgia,Louisiana,40
2019-04-01,Georgia,Maine,1
2019-04-01,Georgia,Maryland,20
2019-04-01,Georgia,Massachusetts,22
2019-04-01,Georgia,Michigan,25
2019-04-01,Georgia,Minnesota,15
2019-04-01,Georgia,Mississippi,14
2019-04-01,Georgia,Missouri,28
2019-04-01,Georgia,Nebraska,6
2019-04-01,Georgia,Nevada,15
2019-04-01,Georgia,New Hampshire,1
2019-04-01,Georgia,New Jersey,24
2019-04-01,Georgia,New Mexico,2
2019-04-01,Georgia,New York,67
2019-04-01,Georgia,North Carolina,81
2019-04-01,Georgia,Ohio,30
2019-04-01,Georgia,Oklahoma,11
2019-04-01,Georgia,Oregon,3
2019-04-01,Georgia,Pennsylvania,38
2019-04-01,Georgia,Puerto Rico,5
2019-04-01,Georgia,Rhode Island,3
2019-04-01,Georgia,South Carolina,34
2019-04-01,Georgia,South Dakota,1
2019-04-01,Georgia,Tennessee,52
2019-04-01,Georgia,Texas,83
2019-04-01,Georgia,U.S. Virgin Islands,2
2019-04-01,Georgia,Utah,9
2019-04-01,Georgia,Vermont,1
2019-04-01,Georgia,Virginia,74
2019-04-01,Georgia,Washington,9
2019-04-01,Georgia,West Virginia,5
2019-04-01,Georgia,Wisconsin,15
2019-04-01,Hawaii,Alaska,2
2019-04-01,Hawaii,Arizona,5
2019-04-01,Hawaii,California,76
2019-04-01,Hawaii,Colorado,4
2019-04-01,Hawaii,Georgia,1
2019-04-01,Hawaii,Hawaii,197
2019-04-01,Hawaii,Illinois,3
2019-04-01,Hawaii,Minnesota,1
2019-04-01,Hawaii,Nevada,3
2019-04-01,Hawaii,New Jersey,1
2019-04-01,Hawaii,New York,1
2019-04-01,Hawaii,Oregon,7
2019-04-01,Hawaii,Texas,5
2019-04-01,Hawaii,U.S. Pacific Trust Territories and Possessions,2
2019-04-01,Hawaii,Utah,1
2019-04-01,Hawaii,Washington,17
2019-04-01,Idaho,Arizona,4
2019-04-01,Idaho,California,16
2019-04-01,Idaho,Colorado,9
2019-04-01,Idaho,Illinois,2
2019-04-01,Idaho,Minnesota,2
2019-04-01,Idaho,Nevada,4
2019-04-01,Idaho,Oregon,8
2019-04-01,Idaho,Texas,3
2019-04-01,Idaho,Utah,22
2019-04-01,Idaho,Washington,19
2019-04-01,Illinois,Alabama,11
2019-04-01,Illinois,Alaska,1
2019-04-01,Illinois,Arizona,31
2019-04-01,Illinois,Arkansas,14
2019-04-01,Illinois,California,83
2019-04-01,Illinois,Colorado,37
2019-04-01,Illinois,Connecticut,10
2019-04-01,Illinois,Florida,104
2019-04-01,Illinois,Georgia,50
2019-04-01,Illinois,Hawaii,3
2019-04-01,Illinois,Idaho,2
2019-04-01,Illinois,Illinois,50
2019-04-01,Illinois,Indiana,37
2019-04-01,Illinois,Iowa,32
2019-04-01,Illinois,Kansas,10
2019-04-01,Illinois,Kentucky,45
2019-04-01,Illinois,Louisiana,9
2019-04-01,Illinois,Maine,2
2019-04-01,Illinois,Maryland,14
2019-04-01,Illinois,Massachusetts,24
2019-04-01,Illinois,Michigan,79
2019-04-01,Illinois,Minnesota,47
2019-04-01,Illinois,Mississippi,3
2019-04-01,Illinois,Missouri,56
2019-04-01,Illinois,Montana,2
2019-04-01,Illinois,Nebraska,18
2019-04-01,Illinois,Nevada,25
2019-04-01,Illinois,New Hampshire,1
2019-04-01,Illinois,New Jersey,21
2019-04-01,Illinois,New Mexico,4
2019-04-01,Illinois,New York,102
2019-04-01,Illinois,North Carolina,47
2019-04-01,Illinois,North Dakota,8
2019-04-01,Illinois,Ohio,62
2019-04-01,Illinois,Oklahoma,14
2019-04-01,Illinois,Oregon,6
2019-04-01,Illinois,Pennsylvania,56
2019-04-01,Illinois,Puerto Rico,2
2019-04-01,Illinois,Rhode Island,7
2019-04-01,Illinois,South Carolina,16
2019-04-01,Illinois,South Dakota,7
2019-04-01,Illinois,Tennessee,42
2019-04-01,Illinois,Texas,85
2019-04-01,Illinois,Utah,12
2019-04-01,Illinois,Vermont,3
2019-04-01,Illinois,Virginia,56
2019-04-01,Illinois,Washington,19
2019-04-01,Illinois,West Virginia,5
2019-04-01,Illinois,Wisconsin,55
2019-04-01,Illinois,Wyoming,1
2019-04-01,Indiana,Arizona,6
2019-04-01,Indiana,California,6
2019-04-01,Indiana,Colorado,7
2019-04-01,Indiana,Florida,27
2019-04-01,Indiana,Georgia,25
2019-04-01,Indiana,Illinois,37
2019-04-01,Indiana,Maryland,3
2019-04-01,Indiana,Massachusetts,4
2019-04-01,Indiana,Michigan,18
2019-04-01,Indiana,Minnesota,8
2019-04-01,Indiana,Missouri,2
2019-04-01,Indiana,Nevada,5
2019-04-01,Indiana,New Jersey,6
2019-04-01,Indiana,New York,10
2019-04-01,Indiana,North Carolina,16
2019-04-01,Indiana,Pennsylvania,7
2019-04-01,Indiana,South Carolina,1
2019-04-01,Indiana,Texas,18
2019-04-01,Indiana,Utah,1
2019-04-01,Indiana,Virginia,10
2019-04-01,Indiana,Washington,2
2019-04-01,Iowa,Arizona,5
2019-04-01,Iowa,Colorado,8
2019-04-01,Iowa,Florida,3
2019-04-01,Iowa,Georgia,5
2019-04-01,Iowa,Illinois,32
2019-04-01,Iowa,Michigan,7
2019-04-01,Iowa,Minnesota,7
2019-04-01,Iowa,Missouri,2
2019-04-01,Iowa,Nevada,3
2019-04-01,Iowa,New York,2
2019-04-01,Iowa,North Carolina,5
2019-04-01,Iowa,Pennsylvania,2
2019-04-01,Iowa,Texas,10
2019-04-01,Iowa,Utah,1
2019-04-01,Iowa,Virginia,1
2019-04-01,Kansas,Arizona,2
2019-04-01,Kansas,Colorado,8
2019-04-01,Kansas,Georgia,3
2019-04-01,Kansas,Illinois,10
2019-04-01,Kansas,Kansas,4
2019-04-01,Kansas,Minnesota,3
2019-04-01,Kansas,Missouri,2
2019-04-01,Kansas,Nevada,1
2019-04-01,Kansas,Texas,15
2019-04-01,Kansas,Washington,1
2019-04-01,Kentucky,Arizona,5
2019-04-01,Kentucky,California,5
2019-04-01,Kentucky,Colorado,9
2019-04-01,Kentucky,Connecticut,1
2019-04-01,Kentucky,Florida,26
2019-04-01,Kentucky,Georgia,25
2019-04-01,Kentucky,Illinois,45
2019-04-01,Kentucky,Maryland,9
2019-04-01,Kentucky,Massachusetts,4
2019-04-01,Kentucky,Michigan,14
2019-04-01,Kentucky,Minnesota,8
2019-04-01,Kentucky,Missouri,6
2019-04-01,Kentucky,Nevada,5
2019-04-01,Kentucky,New Jersey,12
2019-04-01,Kentucky,New York,16
2019-04-01,Kentucky,North Carolina,24
2019-04-01,Kentucky,Pennsylvania,12
2019-04-01,Kentucky,Texas,29
2019-04-01,Kentucky,Utah,2
2019-04-01,Kentucky,Virginia,17
2019-04-01,Kentucky,Washington,1
2019-04-01,Louisiana,Arizona,2
2019-04-01,Louisiana,California,14
2019-04-01,Louisiana,Colorado,9
2019-04-01,Louisiana,Florida,19
2019-04-01,Louisiana,Georgia,39
2019-04-01,Louisiana,Illinois,10
2019-04-01,Louisiana,Maryland,4
2019-04-01,Louisiana,Massachusetts,3
2019-04-01,Louisiana,Michigan,4
2019-04-01,Louisiana,Minnesota,3
2019-04-01,Louisiana,Missouri,3
2019-04-01,Louisiana,Nevada,4
2019-04-01,Louisiana,New Jersey,7
2019-04-01,Louisiana,New York,9
2019-04-01,Louisiana,North Carolina,12
2019-04-01,Louisiana,Pennsylvania,4
2019-04-01,Louisiana,Tennessee,4
2019-04-01,Louisiana,Texas,89
2019-04-01,Louisiana,Utah,1
2019-04-01,Louisiana,Virginia,9
2019-04-01,Louisiana,Washington,2
2019-04-01,Maine,Florida,4
2019-04-01,Maine,Georgia,1
2019-04-01,Maine,Illinois,2
2019-04-01,Maine,Maryland,3
2019-04-01,Maine,Michigan,2
2019-04-01,Maine,New Jersey,9
2019-04-01,Maine,New York,10
2019-04-01,Maine,North Carolina,3
2019-04-01,Maine,Pennsylvania,10
2019-04-01,Maine,Virginia,9
2019-04-01,Maryland,Alabama,1
2019-04-01,Maryland,Arizona,5
2019-04-01,Maryland,California,17
2019-04-01,Maryland,Colorado,9
2019-04-01,Maryland,Connecticut,7
2019-04-01,Maryland,Florida,56
2019-04-01,Maryland,Georgia,20
2019-04-01,Maryland,Illinois,14
2019-04-01,Maryland,Indiana,3
2019-04-01,Maryland,Kentucky,9
2019-04-01,Maryland,Louisiana,4
2019-04-01,Maryland,Maine,3
2019-04-01,Maryland,Massachusetts,16
2019-04-01,Maryland,Michigan,9
2019-04-01,Maryland,Minnesota,6
2019-04-01,Maryland,Missouri,6
2019-04-01,Maryland,Nevada,5
2019-04-01,Maryland,New Hampshire,5
2019-04-01,Maryland,New Mexico,1
2019-04-01,Maryland,New York,23
2019-04-01,Maryland,North Carolina,20
2019-04-01,Maryland,Ohio,7
2019-04-01,Maryland,Oklahoma,1
2019-04-01,Maryland,Pennsylvania,8
2019-04-01,Maryland,Puerto Rico,3
2019-04-01,Maryland,Rhode Island,5
2019-04-01,Maryland,South Carolina,3
2019-04-01,Maryland,Tennessee,7
2019-04-01,Maryland,Texas,22
2019-04-01,Maryland,Utah,3
2019-04-01,Maryland,Virginia,4
2019-04-01,Maryland,Washington,1
2019-04-01,Maryland,Wisconsin,3
2019-04-01,Massachusetts,Arizona,4
2019-04-01,Massachusetts,California,37
2019-04-01,Massachusetts,Colorado,9
2019-04-01,Massachusetts,Florida,65
2019-04-01,Massachusetts,Georgia,22
2019-04-01,Massachusetts,Illinois,24
2019-04-01,Massachusetts,Indiana,4
2019-04-01,Massachusetts,Kentucky,4
2019-04-01,Massachusetts,Louisiana,3
2019-04-01,Massachusetts,Maryland,16
2019-04-01,Massachusetts,Michigan,10
2019-04-01,Massachusetts,Minnesota,9
2019-04-01,Massachusetts,Missouri,6
2019-04-01,Massachusetts,Nevada,6
2019-04-01,Massachusetts,New Jersey,15
2019-04-01,Massachusetts,New York,69
2019-04-01,Massachusetts,North Carolina,24
2019-04-01,Massachusetts,Ohio,10
2019-04-01,Massachusetts,Oregon,1
2019-04-01,Massachusetts,Pennsylvania,35
2019-04-01,Massachusetts,Puerto Rico,2
2019-04-01,Massachusetts,South Carolina,4
2019-04-01,Massachusetts,Tennessee,7
2019-04-01,Massachusetts,Texas,19
2019-04-01,Massachusetts,U.S. Virgin Islands,1
2019-04-01,Massachusetts,Utah,4
2019-04-01,Massachusetts,Virginia,39
2019-04-01,Massachusetts,Washington,6
2019-04-01,Massachusetts,Wisconsin,3
2019-04-01,Michigan,Alabama,4
2019-04-01,Michigan,Arizona,10
2019-04-01,Michigan,Arkansas,1
2019-04-01,Michigan,California,16
2019-04-01,Michigan,Colorado,12
2019-04-01,Michigan,Connecticut,4
2019-04-01,Michigan,Florida,61
2019-04-01,Michigan,Georgia,25
2019-04-01,Michigan,Illinois,79
2019-04-01,Michigan,Indiana,18
2019-04-01,Michigan,Iowa,7
2019-04-01,Michigan,Kentucky,14
2019-04-01,Michigan,Louisiana,4
2019-04-01,Michigan,Maine,2
2019-04-01,Michigan,Maryland,9
2019-04-01,Michigan,Massachusetts,10
2019-04-01,Michigan,Michigan,71
2019-04-01,Michigan,Minnesota,21
2019-04-01,Michigan,Missouri,13
2019-04-01,Michigan,Nebraska,3
2019-04-01,Michigan,Nevada,11
2019-04-01,Michigan,New Hampshire,3
2019-04-01,Michigan,New Jersey,15
2019-04-01,Michigan,New York,58
2019-04-01,Michigan,North Carolina,22
2019-04-01,Michigan,Ohio,15
2019-04-01,Michigan,Oklahoma,1
2019-04-01,Michigan,Oregon,1
2019-04-01,Michigan,Pennsylvania,33
2019-04-01,Michigan,Rhode Island,3
2019-04-01,Michigan,South Carolina,7
2019-04-01,Michigan,Tennessee,16
2019-04-01,Michigan,Texas,36
2019-04-01,Michigan,Utah,5
2019-04-01,Michigan,Vermont,3
2019-04-01,Michigan,Virginia,29
2019-04-01,Michigan,Washington,5
2019-04-01,Michigan,Wisconsin,22
2019-04-01,Minnesota,Alaska,1
2019-04-01,Minnesota,Arizona,17
2019-04-01,Minnesota,Arkansas,2
2019-04-01,Minnesota,California,27
2019-04-01,Minnesota,Colorado,16
2019-04-01,Minnesota,Connecticut,4
2019-04-01,Minnesota,Florida,28
2019-04-01,Minnesota,Georgia,15
2019-04-01,Minnesota,Hawaii,1
2019-04-01,Minnesota,Idaho,2
2019-04-01,Minnesota,Illinois,48
2019-04-01,Minnesota,Indiana,8
2019-04-01,Minnesota,Iowa,7
2019-04-01,Minnesota,Kansas,3
2019-04-01,Minnesota,Kentucky,8
2019-04-01,Minnesota,Louisiana,3
2019-04-01,Minnesota,Maryland,6
2019-04-01,Minnesota,Massachusetts,9
2019-04-01,Minnesota,Michigan,21
2019-04-01,Minnesota,Minnesota,34
2019-04-01,Minnesota,Missouri,16
2019-04-01,Minnesota,Montana,9
2019-04-01,Minnesota,Nebraska,9
2019-04-01,Minnesota,Nevada,10
2019-04-01,Minnesota,New Jersey,10
2019-04-01,Minnesota,New York,18
2019-04-01,Minnesota,North Carolina,12
2019-04-01,Minnesota,North Dakota,26
2019-04-01,Minnesota,Ohio,11
2019-04-01,Minnesota,Oklahoma,3
2019-04-01,Minnesota,Oregon,4
2019-04-01,Minnesota,Pennsylvania,10
2019-04-01,Minnesota,South Dakota,12
2019-04-01,Minnesota,Tennessee,9
2019-04-01,Minnesota,Texas,30
2019-04-01,Minnesota,Utah,6
2019-04-01,Minnesota,Virginia,17
2019-04-01,Minnesota,Washington,11
2019-04-01,Minnesota,Wisconsin,26
2019-04-01,Mississippi,Colorado,1
2019-04-01,Mississippi,Georgia,14
2019-04-01,Mississippi,Illinois,3
2019-04-01,Mississippi,Mississippi,3
2019-04-01,Mississippi,North Carolina,5
2019-04-01,Mississippi,Texas,17
2019-04-01,Mississippi,Virginia,1
2019-04-01,Missouri,Arizona,14
2019-04-01,Missouri,Arkansas,2
2019-04-01,Missouri,California,27
2019-04-01,Missouri,Colorado,27
2019-04-01,Missouri,Connecticut,1
2019-04-01,Missouri,Florida,33
2019-04-01,Missouri,Georgia,28
2019-04-01,Missouri,Illinois,56
2019-04-01,Missouri,Indiana,2
2019-04-01,Missouri,Iowa,2
2019-04-01,Missouri,Kansas,2
2019-04-01,Missouri,Kentucky,6
2019-04-01,Missouri,Louisiana,3
2019-04-01,Missouri,Maryland,6
2019-04-01,Missouri,Massachusetts,6
2019-04-01,Missouri,Michigan,13
2019-04-01,Missouri,Minnesota,16
2019-04-01,Missouri,Missouri,8
2019-04-01,Missouri,Nebraska,3
2019-04-01,Missouri,Nevada,11
2019-04-01,Missouri,New Jersey,12
2019-04-01,Missouri,New Mexico,1
2019-04-01,Missouri,New York,19
2019-04-01,Missouri,North Carolina,15
2019-04-01,Missouri,Ohio,4
2019-04-01,Missouri,Oklahoma,4
2019-04-01,Missouri,Oregon,2
2019-04-01,Missouri,Pennsylvania,10
2019-04-01,Missouri,Tennessee,6
2019-04-01,Missouri,Texas,65
2019-04-01,Missouri,Utah,6
2019-04-01,Missouri,Virginia,18
2019-04-01,Missouri,Washington,6
2019-04-01,Missouri,Wisconsin,4
2019-04-01,Montana,Arizona,1
2019-04-01,Montana,California,2
2019-04-01,Montana,Colorado,18
2019-04-01,Montana,Illinois,2
2019-04-01,Montana,Minnesota,9
2019-04-01,Montana,Nevada,3
2019-04-01,Montana,Oregon,3
2019-04-01,Montana,Texas,3
2019-04-01,Montana,Utah,21
2019-04-01,Montana,Washington,14
2019-04-01,Nebraska,Arizona,7
2019-04-01,Nebraska,California,6
2019-04-01,Nebraska,Colorado,17
2019-04-01,Nebraska,Florida,1
2019-04-01,Nebraska,Georgia,6
2019-04-01,Nebraska,Illinois,18
2019-04-01,Nebraska,Michigan,3
2019-04-01,Nebraska,Minnesota,9
2019-04-01,Nebraska,Missouri,3
2019-04-01,Nebraska,Nevada,4
2019-04-01,Nebraska,New Jersey,3
2019-04-01,Nebraska,New York,2
2019-04-01,Nebraska,North Carolina,3
2019-04-01,Nebraska,Pennsylvania,2
2019-04-01,Nebraska,Texas,13
2019-04-01,Nebraska,Utah,2
2019-04-01,Nebraska,Virginia,2
2019-04-01,Nebraska,Washington,1
2019-04-01,Nevada,Alabama,1
2019-04-01,Nevada,Arizona,25
2019-04-01,Nevada,Arkansas,1
2019-04-01,Nevada,California,168
2019-04-01,Nevada,Colorado,27
2019-04-01,Nevada,Florida,14
2019-04-01,Nevada,Georgia,14
2019-04-01,Nevada,Hawaii,3
2019-04-01,Nevada,Idaho,4
2019-04-01,Nevada,Illinois,24
2019-04-01,Nevada,Indiana,5
2019-04-01,Nevada,Iowa,3
2019-04-01,Nevada,Kansas,1
2019-04-01,Nevada,Kentucky,5
2019-04-01,Nevada,Louisiana,4
2019-04-01,Nevada,Maryland,5
2019-04-01,Nevada,Massachusetts,6
2019-04-01,Nevada,Michigan,11
2019-04-01,Nevada,Minnesota,10
2019-04-01,Nevada,Missouri,11
2019-04-01,Nevada,Montana,3
2019-04-01,Nevada,Nebraska,4
2019-04-01,Nevada,Nevada,22
2019-04-01,Nevada,New Jersey,7
2019-04-01,Nevada,New Mexico,5
2019-04-01,Nevada,New York,12
2019-04-01,Nevada,North Carolina,7
2019-04-01,Nevada,North Dakota,3
2019-04-01,Nevada,Ohio,6
2019-04-01,Nevada,Oklahoma,4
2019-04-01,Nevada,Oregon,14
2019-04-01,Nevada,Pennsylvania,6
2019-04-01,Nevada,South Dakota,1
2019-04-01,Nevada,Tennessee,6
2019-04-01,Nevada,Texas,49
2019-04-01,Nevada,Utah,19
2019-04-01,Nevada,Virginia,4
2019-04-01,Nevada,Washington,31
2019-04-01,Nevada,Wisconsin,4
2019-04-01,New Hampshire,Florida,5
2019-04-01,New Hampshire,Georgia,1
2019-04-01,New Hampshire,Illinois,1
2019-04-01,New Hampshire,Maryland,5
2019-04-01,New Hampshire,Michigan,3
2019-04-01,New Hampshire,New York,1
2019-04-01,New Hampshire,North Carolina,3
2019-04-01,New Hampshire,Pennsylvania,5
2019-04-01,New Hampshire,Virginia,6
2019-04-01,New Jersey,Arizona,7
2019-04-01,New Jersey,Arkansas,1
2019-04-01,New Jersey,California,44
2019-04-01,New Jersey,Colorado,10
2019-04-01,New Jersey,Florida,99
2019-04-01,New Jersey,Georgia,23
2019-04-01,New Jersey,Hawaii,1
2019-04-01,New Jersey,Illinois,21
2019-04-01,New Jersey,Indiana,6
2019-04-01,New Jersey,Kentucky,12
2019-04-01,New Jersey,Louisiana,7
2019-04-01,New Jersey,Maine,9
2019-04-01,New Jersey,Massachusetts,15
2019-04-01,New Jersey,Michigan,15
2019-04-01,New Jersey,Minnesota,10
2019-04-01,New Jersey,Missouri,12
2019-04-01,New Jersey,Nebraska,3
2019-04-01,New Jersey,Nevada,7
2019-04-01,New Jersey,New York,19
2019-04-01,New Jersey,North Carolina,30
2019-04-01,New Jersey,Ohio,15
2019-04-01,New Jersey,Oklahoma,1
2019-04-01,New Jersey,Oregon,3
2019-04-01,New Jersey,Pennsylvania,8
2019-04-01,New Jersey,Puerto Rico,5
2019-04-01,New Jersey,Rhode Island,3
2019-04-01,New Jersey,South Carolina,11
2019-04-01,New Jersey,Tennessee,14
2019-04-01,New Jersey,Texas,26
2019-04-01,New Jersey,U.S. Virgin Islands,1
2019-04-01,New Jersey,Utah,2
2019-04-01,New Jersey,Vermont,4
2019-04-01,New Jersey,Virginia,25
2019-04-01,New Jersey,Washington,6
